Model,Image,Sigma,True_Idx,Certified_Idx,Correct,Radius
MobileNetV2,../images/miniimagenet_random_100\n02091244.jpg,0.5,977,971,False,1.0449260489665724
MobileNetV2,../images/miniimagenet_random_100\n02091831.jpg,0.12,166,-1,False,0.0
MobileNetV2,../images/miniimagenet_random_100\n02091831.jpg,0.25,166,885,False,0.4863517738152031
MobileNetV2,../images/miniimagenet_random_100\n02091831.jpg,0.5,166,971,False,0.13200032654432484
MobileNetV2,../images/miniimagenet_random_100\n02099601.jpg,0.12,207,-1,False,0.0
MobileNetV2,../images/miniimagenet_random_100\n02099601.jpg,0.25,207,-1,False,0.0
MobileNetV2,../images/miniimagenet_random_100\n02099601.jpg,0.5,207,971,False,1.1025931172777428
MobileNetV2,../images/miniimagenet_random_100\n02101006.jpg,0.12,165,223,False,0.004852288637427149
MobileNetV2,../images/miniimagenet_random_100\n02101006.jpg,0.25,165,971,False,0.05532377789035321
MobileNetV2,../images/miniimagenet_random_100\n02101006.jpg,0.5,165,971,False,1.1025931172777428
MobileNetV2,../images/miniimagenet_random_100\n02105505.jpg,0.12,228,-1,False,0.0
MobileNetV2,../images/miniimagenet_random_100\n02105505.jpg,0.25,228,971,False,0.2974092603994509
MobileNetV2,../images/miniimagenet_random_100\n02105505.jpg,0.5,228,971,False,1.0449260489665724
MobileNetV2,../images/miniimagenet_random_100\n02108089.jpg,0.12,242,284,False,0.06179276119708667
MobileNetV2,../images/miniimagenet_random_100\n02108089.jpg,0.25,242,885,False,0.12873491916059723
MobileNetV2,../images/miniimagenet_random_100\n02108089.jpg,0.5,242,971,False,1.1025931172777428
MobileNetV2,../images/miniimagenet_random_100\n02108551.jpg,0.12,244,-1,False,0.0
MobileNetV2,../images/miniimagenet_random_100\n02108551.jpg,0.25,244,885,False,0.16579527828329435
MobileNetV2,../images/miniimagenet_random_100\n02108551.jpg,0.5,244,971,False,1.1025931172777428
MobileNetV2,../images/miniimagenet_random_100\n02108915.jpg,0.12,179,-1,False,0.0
MobileNetV2,../images/miniimagenet_random_100\n02108915.jpg,0.25,179,539,False,0.46119592763536366
MobileNetV2,../images/miniimagenet_random_100\n02108915.jpg,0.5,179,971,False,0.11861663559833928
EfficientNetB0,../images/miniimagenet_random_100\n01532829.jpg,0.12,12,12,True,0.11956940586956845
EfficientNetB0,../images/miniimagenet_random_100\n01532829.jpg,0.25,12,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01532829.jpg,0.5,12,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01558993.jpg,0.12,15,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01558993.jpg,0.25,15,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01558993.jpg,0.5,15,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01704323.jpg,0.12,51,51,True,0.07876557936431045
EfficientNetB0,../images/miniimagenet_random_100\n01704323.jpg,0.25,51,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01704323.jpg,0.5,51,885,False,1.0449260489665724
EfficientNetB0,../images/miniimagenet_random_100\n01749939.jpg,0.12,64,361,False,0.24111849140388075
EfficientNetB0,../images/miniimagenet_random_100\n01749939.jpg,0.25,64,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01749939.jpg,0.5,64,107,False,0.2887235515389307
EfficientNetB0,../images/miniimagenet_random_100\n01770081.jpg,0.12,70,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01770081.jpg,0.25,70,6,False,0.1797541282564247
EfficientNetB0,../images/miniimagenet_random_100\n01770081.jpg,0.5,70,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01843383.jpg,0.12,96,380,False,0.09064018107815215
EfficientNetB0,../images/miniimagenet_random_100\n01843383.jpg,0.25,96,107,False,0.3239323897436692
EfficientNetB0,../images/miniimagenet_random_100\n01843383.jpg,0.5,96,107,False,0.5887369586961521
EfficientNetB0,../images/miniimagenet_random_100\n01855672.jpg,0.12,99,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01855672.jpg,0.25,99,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01855672.jpg,0.5,99,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n01910747.jpg,0.12,126,107,False,0.17081183819117404
EfficientNetB0,../images/miniimagenet_random_100\n01910747.jpg,0.25,126,107,False,0.1709535607731317
EfficientNetB0,../images/miniimagenet_random_100\n01910747.jpg,0.5,126,107,False,0.9015272540752384
EfficientNetB0,../images/miniimagenet_random_100\n01930112.jpg,0.12,111,111,True,0.26462234814665825
EfficientNetB0,../images/miniimagenet_random_100\n01930112.jpg,0.25,111,111,True,0.5512965586388714
EfficientNetB0,../images/miniimagenet_random_100\n01930112.jpg,0.5,111,111,True,1.0449260489665724
EfficientNetB0,../images/miniimagenet_random_100\n01981276.jpg,0.12,121,911,False,0.22137404526497453
EfficientNetB0,../images/miniimagenet_random_100\n01981276.jpg,0.25,121,885,False,0.5512965586388714
EfficientNetB0,../images/miniimagenet_random_100\n01981276.jpg,0.5,121,885,False,1.1025931172777428
EfficientNetB0,../images/miniimagenet_random_100\n02074367.jpg,0.12,149,149,True,0.15210718686776464
EfficientNetB0,../images/miniimagenet_random_100\n02074367.jpg,0.25,149,107,False,0.39727906985704664
EfficientNetB0,../images/miniimagenet_random_100\n02074367.jpg,0.5,149,107,False,0.09221466926011326
EfficientNetB0,../images/miniimagenet_random_100\n02089867.jpg,0.12,167,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02089867.jpg,0.25,167,284,False,0.10495664228027003
EfficientNetB0,../images/miniimagenet_random_100\n02089867.jpg,0.5,167,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02091244.jpg,0.12,978,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02091244.jpg,0.25,978,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02091244.jpg,0.5,978,23,False,0.30488246116032447
EfficientNetB0,../images/miniimagenet_random_100\n02091831.jpg,0.12,210,212,False,0.006069797690460412
EfficientNetB0,../images/miniimagenet_random_100\n02091831.jpg,0.25,210,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02091831.jpg,0.5,210,23,False,0.2887235515389307
EfficientNetB0,../images/miniimagenet_random_100\n02099601.jpg,0.12,207,184,False,0.01589380359551195
EfficientNetB0,../images/miniimagenet_random_100\n02099601.jpg,0.25,207,184,False,0.07822429966893664
EfficientNetB0,../images/miniimagenet_random_100\n02099601.jpg,0.5,207,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02101006.jpg,0.12,214,214,True,0.17756136891670224
EfficientNetB0,../images/miniimagenet_random_100\n02101006.jpg,0.25,214,256,False,0.0151860747046034
EfficientNetB0,../images/miniimagenet_random_100\n02101006.jpg,0.5,214,295,False,0.3419071215462634
EfficientNetB0,../images/miniimagenet_random_100\n02105505.jpg,0.12,228,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02105505.jpg,0.25,228,107,False,0.03311209082398323
EfficientNetB0,../images/miniimagenet_random_100\n02105505.jpg,0.5,228,21,False,0.640744886203102
EfficientNetB0,../images/miniimagenet_random_100\n02108089.jpg,0.12,242,242,True,0.26462234814665825
EfficientNetB0,../images/miniimagenet_random_100\n02108089.jpg,0.25,242,242,True,0.4246458936340651
EfficientNetB0,../images/miniimagenet_random_100\n02108089.jpg,0.5,242,107,False,0.7603554083280848
EfficientNetB0,../images/miniimagenet_random_100\n02108551.jpg,0.12,244,244,True,0.01962574232730304
EfficientNetB0,../images/miniimagenet_random_100\n02108551.jpg,0.25,244,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02108551.jpg,0.5,244,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02108915.jpg,0.12,223,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02108915.jpg,0.25,223,-1,False,0.0
EfficientNetB0,../images/miniimagenet_random_100\n02108915.jpg,0.5,223,361,False,0.47505642195328074
